timestamp,open,high,low,close,volume_btc,volume_usd
2024-01-01 00:36:00,29748.69,29777.32,29723.95,29761.69,2.3591,70210.4
2024-01-01 00:37:00,29761.69,29793.72,29756.68,29787.78,5.6929,169578.76
2024-01-01 00:38:00,29787.78,29792.43,29747.92,29753.78,3.5713,106259.6
2024-01-01 00:39:00,29753.78,29856.55,29729.96,29847.07,6.3131,188427.76
2024-01-01 00:40:00,29847.07,29862.81,29775.16,29798.34,3.3586,100081.75
2024-01-01 00:41:00,29798.34,29854.76,29781.9,29846.51,8.7936,262457.81
2024-01-01 00:42:00,29846.51,29861.58,29816.45,29834.24,3.3684,100493.03
2024-01-01 00:43:00,29834.24,29841.06,29824.85,29830.38,6.6544,198502.29
2024-01-01 00:44:00,29830.38,29860.1,29825.09,29831.03,10.4403,311446.06
2024-01-01 00:45:00,29831.03,29879.46,29809.61,29862.31,5.9649,178127.06
2024-01-01 00:46:00,29862.31,29876.59,29841.68,29851.14,4.8543,144907.65
2024-01-01 00:47:00,29851.14,29881.44,29799.87,29808.8,6.7128,200100.45
2024-01-01 00:48:00,29808.8,29844.42,29805.34,29819.51,5.7706,172077.48
2024-01-01 00:49:00,29819.51,29822.58,29774.15,29775.31,2.7141,80811.97
2024-01-01 00:50:00,29775.31,29804.42,29753.65,29793.2,7.1076,211758.29
2024-01-01 00:51:00,29793.2,29811.96,29714.02,29724.32,6.0276,179165.47
2024-01-01 00:52:00,29724.32,29827.13,29712.9,29750.07,7.2711,216316.68
2024-01-01 00:53:00,29750.07,29810.8,29743.77,29797.77,6.5179,194220.04
2024-01-01 00:54:00,29797.77,29802.51,29749.42,29759.13,5.1637,153668.66
2024-01-01 00:55:00,29759.13,29912.21,29745.41,29874.86,1.7746,53014.98
2024-01-01 00:56:00,29874.86,29896.64,29849.98,29851.27,2.8445,84912.24
2024-01-01 00:57:00,29851.27,29864.86,29800.89,29815.5,5.4329,161985.15
2024-01-01 00:58:00,29815.5,29830.81,29772.62,29817.78,6.2678,186893.02
2024-01-01 00:59:00,29817.78,29821.51,29703.29,29716.52,6.7049,199245.33
2024-01-01 01:00:00,29716.52,29718.82,29666.8,29676.9,6.7315,199770.34
2024-01-01 01:01:00,29676.9,29683.59,29607.38,29616.88,3.6933,109385.26
2024-01-01 01:02:00,29616.88,29713.25,29591.66,29705.15,6.8357,203056.24
2024-01-01 01:03:00,29705.15,29831.91,29674.77,29811.26,4.0315,120185.06
2024-01-01 01:04:00,29811.26,29888.76,29802.39,29874.61,6.5493,195656.82
2024-01-01 01:05:00,29874.61,29875.8,29763.44,29828.26,2.9512,88029.9
2024-01-01 01:06:00,29828.26,29853.22,29782.99,29815.63,2.1397,63797.02
2024-01-01 01:07:00,29815.63,29818.25,29764.81,29793.63,2.1283,63409.06
2024-01-01 01:08:00,29793.63,29851.99,29774.0,29851.79,5.9242,176848.18
2024-01-01 01:09:00,29851.79,29873.75,29850.39,29861.74,4.2294,126296.44
2024-01-01 01:10:00,29861.74,29880.66,29830.02,29867.42,2.5244,75396.38
2024-01-01 01:11:00,29867.42,30013.11,29864.38,29974.07,6.1766,185138.87
2024-01-01 01:12:00,29974.07,30000.57,29969.91,29988.12,4.014,120372.26
2024-01-01 01:13:00,29988.12,30005.11,29951.51,29958.65,3.6142,108275.98
2024-01-01 01:14:00,29958.65,30009.78,29942.39,30003.63,6.2593,187800.46
2024-01-01 01:15:00,30003.63,30014.83,29947.24,29962.18,6.2207,186386.96
2024-01-01 01:16:00,29962.18,29964.53,29935.58,29961.14,3.8169,114357.38
2024-01-01 01:17:00,29961.14,29992.54,29956.78,29988.49,7.1976,215843.78
2024-01-01 01:18:00,29988.49,30046.03,29962.38,30029.76,5.042,151410.29
2024-01-01 01:19:00,30029.76,30070.07,30023.28,30063.86,4.7397,142494.09
2024-01-01 01:20:00,30063.86,30080.61,30047.5,30068.71,9.1848,276174.32
2024-01-01 01:21:00,30068.71,30092.99,29995.25,30018.41,6.5833,197620.95
2024-01-01 01:22:00,30018.41,30062.18,30018.16,30049.61,3.2055,96323.78
2024-01-01 01:23:00,30049.61,30066.95,30030.11,30053.4,4.7059,141427.87
2024-01-01 01:24:00,30053.4,30059.83,30003.87,30012.13,3.8726,116223.5
2024-01-01 01:25:00,30012.13,30017.0,29966.12,29971.02,3.9861,119467.89
2024-01-01 01:26:00,29971.02,29975.66,29918.51,29947.47,2.1851,65437.39
2024-01-01 01:27:00,29947.47,29951.74,29905.33,29911.54,7.9507,237818.09
2024-01-01 01:28:00,29911.54,29957.63,29911.16,29954.43,2.9949,89711.75
2024-01-01 01:29:00,29954.43,29960.2,29947.05,29953.5,3.3455,100210.58
2024-01-01 01:30:00,29953.5,30010.12,29951.33,29979.47,5.8034,173983.56
2024-01-01 01:31:00,29979.47,30022.0,29974.99,30013.98,5.0252,150825.78
2024-01-01 01:32:00,30013.98,30034.32,30013.49,30018.86,5.996,179992.99
2024-01-01 01:33:00,30018.86,30110.6,29975.8,30091.42,3.4653,104275.94
2024-01-01 01:34:00,30091.42,30138.7,30047.62,30135.03,3.3834,101958.98
2024-01-01 01:35:00,30135.03,30147.02,30050.57,30093.05,3.9485,118822.1
2024-01-01 01:36:00,30093.05,30096.06,30048.26,30055.09,8.7523,263052.43
2024-01-01 01:37:00,30055.09,30114.15,30037.12,30102.61,5.9838,180129.17
2024-01-01 01:38:00,30102.61,30139.24,30013.01,30036.6,4.0616,121998.12
2024-01-01 01:39:00,30036.6,30063.68,29948.65,29950.94,7.4756,223902.25
2024-01-01 01:40:00,29950.94,29962.93,29871.12,29871.22,5.094,152162.85
2024-01-01 01:41:00,29871.22,29883.68,29827.37,29848.72,4.7152,140743.91
2024-01-01 01:42:00,29848.72,29865.02,29834.49,29854.73,2.7507,82121.89
2024-01-01 01:43:00,29854.73,29880.29,29771.38,29778.03,3.503,104313.23
2024-01-01 01:44:00,29778.03,29857.9,29754.44,29855.59,5.135,153309.54
2024-01-01 01:45:00,29855.59,29993.73,29850.61,29958.62,6.9431,208006.97
2024-01-01 01:46:00,29958.62,30018.26,29939.32,29990.89,6.3721,191105.05
2024-01-01 01:47:00,29990.89,30078.99,29967.23,30043.81,0.9215,27686.44
2024-01-01 01:48:00,30043.81,30058.16,30000.3,30030.34,5.1482,154601.9
2024-01-01 01:49:00,30030.34,30139.38,29996.28,30111.77,4.8889,147213.59
2024-01-01 01:50:00,30111.77,30131.63,30070.42,30130.98,4.8218,145284.34
2024-01-01 01:51:00,30130.98,30144.37,30058.42,30065.75,3.1202,93812.38
2024-01-01 01:52:00,30065.75,30086.94,30038.81,30040.06,6.9103,207585.37
2024-01-01 01:53:00,30040.06,30050.14,29980.17,29990.77,3.4143,102396.13
2024-01-01 01:54:00,29990.77,30011.48,29974.35,29985.42,2.6042,78089.36
2024-01-01 01:55:00,29985.42,30084.36,29971.43,30083.66,5.428,163292.89
2024-01-01 01:56:00,30083.66,30088.08,30065.76,30078.04,6.515,195958.91
2024-01-01 01:57:00,30078.04,30089.56,30046.02,30051.52,0.3962,11905.14
2024-01-01 01:58:00,30051.52,30078.85,29942.86,29975.76,4.5019,134948.7
2024-01-01 01:59:00,29975.76,30010.81,29914.18,30004.59,7.2391,217207.69
2024-01-01 02:00:00,30004.59,30023.7,29966.06,29998.19,5.4069,162198.03
2024-01-01 02:01:00,29998.19,30026.63,29947.44,29960.37,2.8369,84994.7
2024-01-01 02:02:00,29960.37,30062.36,29960.21,30044.73,7.9599,239152.69
2024-01-01 02:03:00,30044.73,30065.82,30014.27,30048.6,6.0778,182629.97
2024-01-01 02:04:00,30048.6,30052.4,29979.22,29996.74,2.2344,67024.72
2024-01-01 02:05:00,29996.74,30081.23,29968.76,30043.04,6.1259,184041.84
2024-01-01 02:06:00,30043.04,30052.79,29998.66,30010.51,3.272,98194.95
2024-01-01 02:07:00,30010.51,30029.56,30005.1,30012.94,4.8995,147049.1
2024-01-01 02:08:00,30012.94,30031.09,29989.46,30000.99,6.5108,195329.92
2024-01-01 02:09:00,30000.99,30045.59,29999.0,30026.04,6.5028,195252.54
2024-01-01 02:10:00,30026.04,30036.9,29929.31,29942.57,6.1412,183883.21
2024-01-01 02:11:00,29942.57,29978.66,29871.85,29904.4,5.0962,152397.92
2024-01-01 02:12:00,29904.4,29935.48,29891.63,29917.39,1.677,50170.26
2024-01-01 02:13:00,29917.39,29941.61,29901.05,29914.09,5.0948,152406.2
2024-01-01 02:14:00,29914.09,29921.78,29850.94,29871.06,3.8462,114890.57
2024-01-01 02:15:00,29871.06,29935.44,29860.47,29912.85,7.8831,235807.1
2024-01-01 02:16:00,29912.85,29928.79,29777.73,29789.27,4.5939,136849.19
2024-01-01 02:17:00,29789.27,29819.9,29787.54,29807.82,4.6886,139758.32
2024-01-01 02:18:00,29807.82,29871.3,29801.07,29866.21,4.1762,124728.66
2024-01-01 02:19:00,29866.21,29874.86,29833.94,29841.83,4.158,124083.27
2024-01-01 02:20:00,29841.83,29897.83,29824.41,29856.32,4.348,129813.88
2024-01-01 02:21:00,29856.32,29924.54,29815.56,29916.38,2.9838,89265.32
2024-01-01 02:22:00,29916.38,29923.41,29822.47,29822.84,8.3529,249106.47
2024-01-01 02:23:00,29822.84,29843.57,29806.25,29839.19,0.5777,17238.98
2024-01-01 02:24:00,29839.19,29866.39,29809.62,29850.97,7.2875,217539.19
2024-01-01 02:25:00,29850.97,29876.2,29838.31,29867.89,9.5414,284981.11
2024-01-01 02:26:00,29867.89,29881.95,29858.71,29876.99,3.3003,98603.36
2024-01-01 02:27:00,29876.99,29935.63,29875.56,29918.51,4.0447,121010.93
2024-01-01 02:28:00,29918.51,29949.13,29897.75,29942.45,3.98,119169.99
2024-01-01 02:29:00,29942.45,29962.03,29920.07,29928.96,5.7546,172229.22
2024-01-01 02:30:00,29928.96,29985.25,29911.57,29966.81,7.7113,231082.33
2024-01-01 02:31:00,29966.81,30025.02,29951.33,29987.48,2.5107,75289.29
2024-01-01 02:32:00,29987.48,30017.4,29885.46,29898.55,4.8888,146168.93
2024-01-01 02:33:00,29898.55,29935.05,29849.63,29912.54,5.2584,157293.39
2024-01-01 02:34:00,29912.54,29932.53,29902.92,29918.01,5.4478,162986.4
2024-01-01 02:35:00,29918.01,29927.44,29840.85,29878.49,7.6908,229790.69
2024-01-01 02:36:00,29878.49,29968.37,29858.7,29958.15,4.7484,142254.06
2024-01-01 02:37:00,29958.15,29982.82,29924.3,29960.94,8.0591,241458.19
2024-01-01 02:38:00,29960.94,29969.47,29932.79,29953.04,1.6903,50629.22
2024-01-01 02:39:00,29953.04,29995.66,29927.24,29994.19,2.4098,72281.28
2024-01-01 02:40:00,29994.19,30027.57,29972.21,29977.4,1.9937,59766.37
2024-01-01 02:41:00,29977.4,29982.86,29911.18,29965.12,4.8914,146571.68
2024-01-01 02:42:00,29965.12,29979.04,29916.59,29953.57,7.2531,217257.14
2024-01-01 02:43:00,29953.57,29975.7,29888.66,29940.13,5.1184,153246.65
2024-01-01 02:44:00,29940.13,29941.31,29936.16,29940.82,4.7113,141059.57
2024-01-01 02:45:00,29940.82,29951.76,29911.48,29912.14,3.9132,117050.7
2024-01-01 02:46:00,29912.14,29914.27,29871.4,29876.5,8.008,239250.57
2024-01-01 02:47:00,29876.5,29898.33,29719.03,29743.95,0.8532,25378.12
2024-01-01 02:48:00,29743.95,29751.38,29698.66,29726.81,3.4444,102390.05
2024-01-01 02:49:00,29726.81,29761.86,29652.57,29671.29,7.5431,223813.78
2024-01-01 02:50:00,29671.29,29729.95,29660.8,29707.37,5.9787,177612.91
2024-01-01 02:51:00,29707.37,29721.63,29641.46,29646.26,4.2504,126007.24
2024-01-01 02:52:00,29646.26,29690.7,29639.04,29681.81,7.3187,217231.07
2024-01-01 02:53:00,29681.81,29694.13,29615.9,29627.76,4.3809,129796.45
2024-01-01 02:54:00,29627.76,29669.09,29609.28,29644.06,4.6302,137257.82
2024-01-01 02:55:00,29644.06,29665.04,29603.84,29617.93,2.1831,64658.23
2024-01-01 02:56:00,29617.93,29630.05,29514.49,29540.1,8.5096,251374.06
2024-01-01 02:57:00,29540.1,29574.03,29431.78,29436.0,4.8066,141486.31
2024-01-01 02:58:00,29436.0,29443.98,29408.0,29408.75,7.2066,211937.24
2024-01-01 02:59:00,29408.75,29417.47,29401.48,29414.47,4.8861,143722.28
2024-01-01 03:00:00,29414.47,29464.06,29387.5,29429.86,6.4865,190897.59
2024-01-01 03:01:00,29429.86,29442.08,29429.49,29438.4,5.6952,167656.49
2024-01-01 03:02:00,29438.4,29453.97,29407.49,29411.41,3.0433,89506.41
2024-01-01 03:03:00,29411.41,29465.88,29390.83,29431.82,5.9452,174977.93
2024-01-01 03:04:00,29431.82,29464.28,29398.51,29444.63,7.0287,206958.62
2024-01-01 03:05:00,29444.63,29470.22,29340.08,29352.58,5.0522,148294.59
2024-01-01 03:06:00,29352.58,29392.98,29348.85,29378.46,3.4892,102508.34
2024-01-01 03:07:00,29378.46,29406.6,29329.42,29347.89,2.2966,67401.26
2024-01-01 03:08:00,29347.89,29368.96,29280.11,29299.09,10.2648,300748.3
2024-01-01 03:09:00,29299.09,29327.46,29281.93,29323.76,6.4006,187690.24
2024-01-01 03:10:00,29323.76,29326.2,29243.78,29294.98,4.8079,140846.75
2024-01-01 03:11:00,29294.98,29366.51,29294.28,29352.44,8.5416,250716.86
2024-01-01 03:12:00,29352.44,29388.69,29306.94,29321.09,3.8751,113621.19
2024-01-01 03:13:00,29321.09,29372.17,29308.66,29352.71,1.8596,54582.86
2024-01-01 03:14:00,29352.71,29357.66,29314.87,29316.36,6.2413,182973.48
2024-01-01 03:15:00,29316.36,29351.95,29308.75,29325.24,6.2212,182437.36
2024-01-01 03:16:00,29325.24,29374.85,29308.56,29353.23,5.9184,173723.0
2024-01-01 03:17:00,29353.23,29386.45,29341.13,29349.72,5.4154,158939.77
2024-01-01 03:18:00,29349.72,29388.84,29328.1,29363.3,7.1063,208664.61
2024-01-01 03:19:00,29363.3,29376.93,29360.76,29361.33,5.0595,148553.98
2024-01-01 03:20:00,29361.33,29418.56,29359.4,29408.24,4.0754,119851.79
2024-01-01 03:21:00,29408.24,29414.42,29382.07,29386.51,4.0425,118795.07
2024-01-01 03:22:00,29386.51,29467.19,29382.78,29449.3,4.1205,121346.97
2024-01-01 03:23:00,29449.3,29525.58,29428.67,29521.65,2.0289,59895.87
2024-01-01 03:24:00,29521.65,29552.8,29520.01,29535.0,7.131,210612.95
2024-01-01 03:25:00,29535.0,29563.19,29463.16,29509.14,4.2743,126131.59
2024-01-01 03:26:00,29509.14,29538.21,29455.27,29486.86,3.9543,116599.32
2024-01-01 03:27:00,29486.86,29492.5,29438.97,29465.85,3.1627,93191.54
2024-01-01 03:28:00,29465.85,29481.21,29414.95,29415.65,5.4684,160857.39
2024-01-01 03:29:00,29415.65,29513.14,29395.96,29493.17,4.572,134843.44
2024-01-01 03:30:00,29493.17,29506.67,29468.25,29490.7,5.7648,170008.56
2024-01-01 03:31:00,29490.7,29508.87,29484.92,29499.02,9.9106,292353.02
2024-01-01 03:32:00,29499.02,29509.64,29454.67,29467.14,3.889,114599.04
2024-01-01 03:33:00,29467.14,29490.92,29406.86,29435.27,3.8585,113576.19
2024-01-01 03:34:00,29435.27,29444.69,29382.6,29393.65,6.2659,184176.59
2024-01-01 03:35:00,29393.65,29434.11,29362.7,29403.79,8.5918,252630.21
2024-01-01 03:36:00,29403.79,29411.55,29367.44,29373.15,5.6689,166513.88
2024-01-01 03:37:00,29373.15,29446.29,29369.62,29406.08,3.4034,100080.82
2024-01-01 03:38:00,29406.08,29420.7,29336.45,29337.12,8.5891,251979.88
2024-01-01 03:39:00,29337.12,29341.59,29310.91,29311.24,7.3768,216222.73
2024-01-01 03:40:00,29311.24,29448.2,29301.45,29437.58,7.0883,208663.05
2024-01-01 03:41:00,29437.58,29508.61,29425.9,29471.68,4.2814,126180.5
2024-01-01 03:42:00,29471.68,29523.38,29455.27,29501.21,6.0145,177436.44
2024-01-01 03:43:00,29501.21,29577.93,29473.57,29554.54,6.2974,186117.36
2024-01-01 03:44:00,29554.54,29557.48,29522.06,29546.19,3.3661,99456.27
2024-01-01 03:45:00,29546.19,29572.49,29545.61,29564.62,7.5569,223416.99
2024-01-01 03:46:00,29564.62,29575.1,29537.42,29574.18,6.4925,192010.55
2024-01-01 03:47:00,29574.18,29649.72,29568.02,29606.45,5.4383,161008.78
2024-01-01 03:48:00,29606.45,29650.47,29604.54,29618.92,5.558,164623.23
2024-01-01 03:49:00,29618.92,29653.05,29609.99,29649.31,5.3882,159755.84
2024-01-01 03:50:00,29649.31,29723.53,29646.65,29703.0,3.5998,106923.61
2024-01-01 03:51:00,29703.0,29793.21,29691.82,29762.75,5.7544,171267.46
2024-01-01 03:52:00,29762.75,29842.34,29751.64,29841.02,8.7623,261476.43
2024-01-01 03:53:00,29841.02,29885.0,29759.82,29768.62,3.9959,118952.19
2024-01-01 03:54:00,29768.62,29782.79,29712.69,29717.56,3.8718,115061.73
2024-01-01 03:55:00,29717.56,29735.01,29640.54,29653.55,4.8016,142385.9
2024-01-01 03:56:00,29653.55,29767.28,29623.04,29745.88,3.6162,107566.57
2024-01-01 03:57:00,29745.88,29750.75,29738.77,29743.6,5.7041,169660.79
2024-01-01 03:58:00,29743.6,29772.47,29679.38,29681.02,7.2346,214730.08
2024-01-01 03:59:00,29681.02,29707.29,29669.63,29698.16,5.8954,175083.03
2024-01-01 04:00:00,29698.16,29756.88,29694.23,29730.29,6.418,190809.25
2024-01-01 04:01:00,29730.29,29759.1,29712.28,29725.81,8.6019,255697.86
2024-01-01 04:02:00,29725.81,29754.42,29721.24,29723.8,3.6379,108132.11
2024-01-01 04:03:00,29723.8,29778.88,29714.88,29765.83,1.2209,36341.66
2024-01-01 04:04:00,29765.83,29814.31,29711.54,29743.22,6.5208,193950.44
2024-01-01 04:05:00,29743.22,29791.02,29723.88,29782.51,4.9046,146070.61
2024-01-01 04:06:00,29782.51,29805.67,29752.26,29782.33,6.7547,201171.41
2024-01-01 04:07:00,29782.33,29782.86,29767.11,29771.28,0.9165,27286.28
2024-01-01 04:08:00,29771.28,29784.92,29738.89,29758.92,4.4378,132064.12
2024-01-01 04:09:00,29758.92,29861.62,29747.5,29848.8,6.1452,183425.84
2024-01-01 04:10:00,29848.8,29937.26,29847.61,29918.77,3.7061,110882.75
2024-01-01 04:11:00,29918.77,29961.55,29900.87,29953.68,6.2703,187819.88
2024-01-01 04:12:00,29953.68,30016.87,29927.33,30006.16,5.3952,161889.21
2024-01-01 04:13:00,30006.16,30123.71,29971.44,30109.92,5.3958,162467.77
2024-01-01 04:14:00,30109.92,30119.6,30070.95,30077.35,5.8483,175902.34
2024-01-01 04:15:00,30077.35,30114.97,30076.87,30103.49,9.2845,279497.12
2024-01-01 04:16:00,30103.49,30198.6,30102.73,30189.87,5.2401,158196.82
2024-01-01 04:17:00,30189.87,30241.0,30184.72,30220.55,1.6628,50251.69
2024-01-01 04:18:00,30220.55,30253.45,30210.88,30240.51,8.148,246398.86
2024-01-01 04:19:00,30240.51,30269.8,30174.73,30179.22,7.0942,214097.32
2024-01-01 04:20:00,30179.22,30272.59,30157.65,30263.42,4.923,148986.29
2024-01-01 04:21:00,30263.42,30281.09,30241.74,30254.79,1.8472,55887.11
2024-01-01 04:22:00,30254.79,30356.21,30242.27,30328.61,5.7916,175651.41
2024-01-01 04:23:00,30328.61,30358.53,30317.61,30353.31,3.6568,110994.58
2024-01-01 04:24:00,30353.31,30376.77,30341.16,30352.04,4.2588,129262.38
2024-01-01 04:25:00,30352.04,30447.59,30329.06,30390.62,1.5206,46211.14
2024-01-01 04:26:00,30390.62,30413.01,30346.61,30372.5,7.3217,222376.92
2024-01-01 04:27:00,30372.5,30379.43,30348.18,30349.11,5.9541,180701.1
2024-01-01 04:28:00,30349.11,30378.61,30329.19,30352.96,4.0125,121790.83
2024-01-01 04:29:00,30352.96,30361.52,30245.11,30275.13,6.7004,202856.77
2024-01-01 04:30:00,30275.13,30282.11,30251.26,30257.69,9.1535,276963.67
2024-01-01 04:31:00,30257.69,30285.39,30237.09,30276.79,5.4776,165843.49
2024-01-01 04:32:00,30276.79,30280.72,30262.41,30263.84,4.9256,149066.21
2024-01-01 04:33:00,30263.84,30301.26,30249.19,30300.22,4.8386,146609.64
2024-01-01 04:34:00,30300.22,30344.12,30281.89,30304.15,5.693,172520.83
2024-01-01 04:35:00,30304.15,30411.98,30262.38,30354.05,4.7208,143296.04
2024-01-01 04:36:00,30354.05,30430.26,30341.8,30409.46,2.8932,87979.71
2024-01-01 04:37:00,30409.46,30447.74,30374.46,30378.27,5.4349,165101.83
2024-01-01 04:38:00,30378.27,30431.69,30375.26,30421.78,5.7299,174314.4
2024-01-01 04:39:00,30421.78,30543.1,30417.75,30541.95,7.1013,216887.79
2024-01-01 04:40:00,30541.95,30620.96,30529.17,30597.22,2.714,83040.56
2024-01-01 04:41:00,30597.22,30701.82,30591.17,30678.89,3.4914,107113.77
2024-01-01 04:42:00,30678.89,30685.47,30669.26,30675.69,5.8438,179263.86
2024-01-01 04:43:00,30675.69,30765.44,30670.8,30756.37,6.9282,213085.52
2024-01-01 04:44:00,30756.37,30840.4,30744.43,30815.85,6.4023,197293.7
2024-01-01 04:45:00,30815.85,30843.36,30797.97,30800.97,5.2512,161740.6
2024-01-01 04:46:00,30800.97,30801.28,30770.39,30792.31,2.1199,65276.57
2024-01-01 04:47:00,30792.31,30888.98,30772.49,30872.04,0.6932,21401.11
2024-01-01 04:48:00,30872.04,30898.5,30807.25,30840.09,7.0196,216486.16
2024-01-01 04:49:00,30840.09,30885.14,30786.05,30805.68,4.3503,134015.12
2024-01-01 04:50:00,30805.68,30851.5,30652.92,30680.71,1.7092,52439.55
2024-01-01 04:51:00,30680.71,30780.64,30653.03,30731.84,6.1278,188319.15
2024-01-01 04:52:00,30731.84,30778.65,30716.66,30761.58,5.5624,171107.69
2024-01-01 04:53:00,30761.58,30768.04,30746.5,30766.79,4.4386,136563.01
2024-01-01 04:54:00,30766.79,30768.76,30662.37,30682.14,2.7928,85689.74
2024-01-01 04:55:00,30682.14,30718.98,30663.78,30691.14,1.859,57054.79
2024-01-01 04:56:00,30691.14,30709.95,30622.01,30641.66,4.5507,139442.02
2024-01-01 04:57:00,30641.66,30688.53,30639.55,30669.16,2.3319,71518.91
2024-01-01 04:58:00,30669.16,30675.55,30607.23,30639.09,5.8809,180186.94
2024-01-01 04:59:00,30639.09,30650.14,30633.63,30638.11,7.7283,236779.91
2024-01-01 05:00:00,30638.11,30652.96,30635.66,30644.37,6.0866,186519.9
2024-01-01 05:01:00,30644.37,30647.62,30630.33,30646.81,3.6742,112602.46
2024-01-01 05:02:00,30646.81,30681.8,30551.81,30576.68,3.6142,110509.93
2024-01-01 05:03:00,30576.68,30594.58,30534.86,30540.76,7.4955,228917.8
2024-01-01 05:04:00,30540.76,30546.34,30490.38,30507.09,9.2903,283419.94
2024-01-01 05:05:00,30507.09,30513.28,30435.03,30447.71,5.8276,177437.01
2024-01-01 05:06:00,30447.71,30450.3,30437.57,30438.44,4.706,143243.19
2024-01-01 05:07:00,30438.44,30530.85,30427.29,30486.64,2.2604,68911.81
2024-01-01 05:08:00,30486.64,30538.23,30466.15,30482.22,8.2782,252338.96
2024-01-01 05:09:00,30482.22,30577.18,30470.84,30566.11,8.2568,252378.03
2024-01-01 05:10:00,30566.11,30570.18,30535.52,30547.15,2.9705,90739.9
2024-01-01 05:11:00,30547.15,30571.63,30514.01,30514.69,3.4601,105582.45
2024-01-01 05:12:00,30514.69,30557.49,30508.07,30526.38,6.6671,203521.12
2024-01-01 05:13:00,30526.38,30533.86,30402.14,30426.69,2.5807,78522.71
2024-01-01 05:14:00,30426.69,30518.7,30412.59,30510.32,4.8885,149148.53
2024-01-01 05:15:00,30510.32,30539.76,30499.54,30538.24,3.1587,96459.68
2024-01-01 05:16:00,30538.24,30574.98,30536.01,30546.7,3.1922,97510.72
2024-01-01 05:17:00,30546.7,30571.43,30488.1,30509.93,6.2183,189719.15
2024-01-01 05:18:00,30509.93,30516.25,30431.05,30455.31,5.2834,160908.62
2024-01-01 05:19:00,30455.31,30579.14,30451.47,30571.28,4.3818,133956.22
2024-01-01 05:20:00,30571.28,30581.0,30557.12,30577.95,6.9134,211397.77
2024-01-01 05:21:00,30577.95,30604.58,30501.93,30538.66,6.016,183720.02
2024-01-01 05:22:00,30538.66,30581.71,30475.72,30483.49,9.986,304408.07
2024-01-01 05:23:00,30483.49,30500.26,30481.55,30483.18,4.8022,146386.97
2024-01-01 05:24:00,30483.18,30534.94,30477.84,30529.14,5.6434,172288.0
